86	10
30	73
13	98
53	63
11	41
75	54
67	61
38	77
32	50
11	12
62	15
63	96
25	57
47	72
14	12
77	13
40	16
42	12
49	17
79	29
99	90
72	16
8	89
3	19
48	28
94	4
45	17
32	88
0	10
64	98
28	35
11	26
64	100
96	97
68	62
31	65
2	6
2	77
8	24
23	99
39	63
78	60
7	76
30	47
97	11
34	60
57	55
98	77
86	25
54	58
31	71
97	34
71	51
33	29
86	19
8	26
6	95
2	35
40	99
15	74
28	37
1	50
42	86
59	38
66	88
53	56
27	82
81	56
93	97
31	99
76	31
37	43
6	17
7	58
3	53
85	78
70	11
49	43
64	47
56	61
73	5
4	28
26	59
0	7
82	19
71	89
7	74
71	45
39	86
66	28
13	21
30	27
93	86
32	0
56	73
94	96
88	64
36	24
33	98
30	60
50	10
78	73
37	98
88	63
91	41
40	54
9	61
79	77
97	50
27	12
75	15
84	96
62	57
9	72
52	12
89	13
85	16
38	12
72	17
55	29
86	90
82	16
19	89
26	19
67	28
54	4
65	17
25	88
98	10
67	98
15	35
94	26
77	100
27	97
2	62
8	65
64	6
44	77
26	24
46	99
12	63
85	60
82	76
48	47
42	11
58	60
27	55
46	77
41	25
60	58
63	71
48	34
91	51
16	29
37	19
90	26
56	95
72	35
73	99
44	74
45	37
55	50
10	86
38	38
24	88
48	56
48	82
50	56
76	97
10	99
8	31
26	43
62	17
23	58
78	53
75	78
97	11
61	43
52	47
3	61
31	5
15	28
70	59
0	7
9	19
9	89
63	74
72	45
85	86
93	28
61	21
13	27
19	86
28	0
78	73
29	96
78	64
67	24
59	98
36	60
15	10
67	73
88	98
31	63
2	41
79	54
36	61
22	77
43	50
57	12
37	15
85	96
12	57
45	72
8	12
73	13
67	16
62	12
30	17
30	29
33	90
49	16
93	89
64	19
2	28
62	4
65	17
96	88
89	10
46	98
40	35
31	26
76	100
48	97
48	62
18	65
99	6
48	77
17	24
79	99
23	63
10	60
80	76
60	47
10	11
57	60
80	55
37	77
83	25
56	58
98	71
99	34
11	51
32	29
4	19
49	26
79	95
51	35
81	99
49	74
9	37
39	50
68	86
67	38
21	88
91	56
15	82
17	56
27	97
23	99
90	31
59	43
90	17
84	58
98	53
11	78
44	11
40	43
60	47
19	61
6	5
70	28
60	59
33	7
24	19
32	89
12	74
57	45
80	86
97	28
2	21
8	27
6	86
56	0
96	73
42	96
55	64
29	24
50	98
98	60
92	10
14	73
76	98
28	63
87	41
60	54
43	61
3	77
9	50
82	12
82	15
15	96
65	57
35	72
73	12
24	13
12	16
63	12
86	17
63	29
68	90
93	16
25	89
29	19
35	28
94	4
28	17
36	88
69	10
1	98
21	35
26	26
96	100
83	97
15	62
64	65
35	6
35	77
1	24
72	99
57	63
72	60
83	76
69	47
52	11
64	60
10	55
74	77
8	25
1	58
28	71
30	34
2	51
33	29
55	19
70	26
5	95
38	35
36	99
77	74
98	37
97	50
21	86
29	38
60	88
23	56
39	82
27	56
73	97
39	99
24	31
23	43
5	17
83	58
69	53
67	78
99	11
53	43
40	47
41	61
31	5
59	28
13	59
86	7
32	19
35	89
70	74
16	45
99	86
11	28
65	21
65	27
73	86
31	0
66	73
18	96
10	64
66	24
35	98
20	60
10	10
59	73
81	98
59	63
34	41
93	54
34	61
14	77
28	50
82	12
43	15
57	96
88	57
47	72
71	12
36	13
10	16
14	12
13	17
51	29
